,label
5797,3
5798,2
5799,1
5800,1
5801,4
5802,4
5803,3
5804,1
5805,4
5806,8
5807,7
5808,8
5809,4
5810,3
5811,5
5812,3
5813,3
5814,5
5815,5
5816,6
5817,1
5818,1
5819,1
5820,3
5821,3
5822,3
5823,3
5824,2
5825,2
5826,3
5827,7
5828,3
5829,6
5830,4
5831,7
5832,2
5833,6
5834,1
5835,4
5836,5
5837,3
5838,6
5839,2
5840,5
5841,6
5842,2
5843,1
5844,1
5845,1
5846,1
5847,1
5848,6
5849,2
5850,1
5851,1
5852,2
5853,1
5854,1
5855,7
5856,1
5857,1
5858,1
5859,1
5860,5
5861,5
5862,1
5863,4
5864,1
5865,5
5866,7
5867,8
5868,6
5869,2
5870,2
5871,3
5872,8
5873,5
5874,3
5875,1
5876,1
5877,7
5878,6
5879,6
5880,1
5881,1
5882,1
5883,3
5884,1
5885,6
5886,4
5887,3
5888,7
5889,7
5890,6
5891,8
5892,8
5893,6
5894,5
5895,8
5896,1
5897,5
5898,7
5899,8
5900,2
5901,3
5902,3
5903,4
5904,7
5905,8
5906,4
5907,1
5908,4
5909,4
5910,3
5911,7
5912,1
5913,8
5914,4
5915,2
5916,8
5917,1
5918,1
5919,3
5920,2
5921,3
5922,4
5923,4
5924,5
5925,7
5926,3
5927,3
5928,8
5929,8
5930,3
5931,6
5932,3
5933,7
5934,4
5935,2
5936,2
5937,5
5938,6
5939,8
5940,1
5941,4
5942,1
5943,4
5944,4
5945,8
5946,8
5947,6
5948,3
5949,2
5950,1
5951,2
5952,2
5953,5
5954,1
5955,2
5956,5
5957,2
5958,4
5959,1
5960,1
5961,6
5962,6
5963,5
5964,1
5965,3
5966,1
5967,3
5968,1
5969,1
5970,6
5971,8
5972,1
5973,6
5974,4
5975,4
5976,6
5977,6
5978,1
5979,3
5980,7
5981,6
5982,7
5983,2
5984,5
5985,5
5986,3
5987,5
5988,5
5989,5
5990,4
5991,4
5992,6
5993,3
5994,2
5995,6
5996,6
5997,3
5998,6
5999,8
6000,7
6001,2
6002,2
6003,8
6004,4
6005,7
6006,9
6007,9
6008,7
6009,7
6010,9
6011,8
6012,9
6013,1
6014,8
6015,7
6016,9
6017,8
6018,8
6019,8
6020,8
6021,8
6022,1
6023,9
6024,3
6025,2
6026,8
6027,8
6028,2
6029,9
6030,7
6031,8
6032,3
6033,1
6034,6
6035,9
6036,3
6037,5
6038,6
6039,9
6040,8
6041,9
6042,8
6043,8
6044,5
6045,6
6046,8
6047,9
6048,9
6049,5
6050,9
6051,7
6052,3
6053,8
6054,8
6055,5
6056,3
6057,7
6058,5
6059,9
6060,8
6061,9
6062,6
6063,2
6064,9
6065,9
6066,8
6067,4
6068,7
6069,8
6070,3
6071,8
6072,9
6073,6
6074,5
6075,9
6076,6
6077,9
6078,9
6079,8
6080,7
6081,9
6082,7
6083,9
6084,9
6085,9
6086,6
6087,8
6088,8
6089,8
6090,9
6091,9
6092,3
6093,5
6094,9
6095,8
6096,7
6097,4
6098,9
6099,9
6100,3
6101,8
6102,9
6103,4
6104,8
6105,6
6106,7
6107,8
6108,6
6109,8
6110,8
6111,8
6112,6
6113,9
6114,5
6115,5
6116,5
6117,8
6118,9
6119,2
6120,7
6121,4
6122,4
6123,6
6124,9
6125,1
6126,8
6127,2
6128,1
6129,8
6130,5
6131,8
6132,7
6133,2
6134,8
6135,9
6136,8
6137,7
6138,1
6139,7
6140,9
6141,3
6142,3
6143,4
6144,4
6145,7
6146,7
6147,5
6148,9
6149,8
6150,5
6151,6
6152,6
6153,7
6154,9
6155,9
6156,4
6157,1
6158,7
6159,9
6160,1
6161,9
6162,3
6163,9
6164,6
6165,8
6166,4
6167,7
6168,4
6169,7
6170,6
6171,4
6172,1
6173,9
6174,8
6175,6
6176,4
6177,4
6178,9
6179,9
6180,6
6181,9
6182,1
6183,7
6184,1
6185,8
6186,6
6187,6
6188,9
6189,8
6190,9
6191,5
6192,6
6193,1
6194,8
6195,1
6196,7
6197,9
6198,8
6199,4
6200,5
6201,8
6202,9
6203,7
6204,8
6205,8
6206,6
6207,7
6208,8
6209,3
6210,5
6211,2
6212,1
6213,6
6214,2
6215,9
6216,9
6217,4
6218,1
6219,4
6220,1
6221,9
6222,8
6223,2
6224,8
6225,9
6226,9
6227,9
6228,8
6229,6
6230,7
6231,7
6232,1
6233,3
6234,9
6235,5
6236,8
6237,8
6238,7
6239,8
6240,4
6241,8
6242,1
6243,4
6244,4
6245,1
6246,9
6247,6
6248,8
6249,8
6250,6
6251,7
6252,9
6253,8
6254,8
6255,1
6256,8
6257,7
6258,2
6259,1
6260,1
6261,1
6262,1
6263,1
6264,1
6265,1
6266,1
6267,1
6268,1
6269,1
6270,1
6271,1
6272,1
6273,1
6274,1
6275,1
6276,1
6277,1
6278,1
6279,1
6280,6
6281,9
6282,4
6283,7
6284,7
6285,6
6286,6
6287,8
6288,9
6289,6
6290,8
6291,2
6292,4
6293,1
6294,8
6295,7
6296,9
6297,5
6298,9
6299,8
